Ticker,Name,Exchange,Category Name,Country
RKDL-EQ.NS,RAVI KUMAR DISTILLERIES LIMITED,NSI,,India
DICIND-EQ.NS,DIC INDIA LIMITED,NSI,,India
RKDL.NS,Ravi Kumar Distilleries Limited,NSI,Beverages - Wineries & Distillers,India
PIONDIST-EQ.NS,PIONEER DISTILLERI INR10,NSI,,India
DISHMAN.NS,Dishman Pharmaceuticals and Chemicals Limited,NSI,Biotechnology,India
FOURTHDIM-SM.NS,FOURTH DIMENSION S INR10,NSI,,India
RELDIVOPP.NS,R*Shares Dividend Opportunities ETF,NSI,,India
DICIND.NS,DIC India Limited,NSI,Chemicals - Major Diversified,India
PIONDIST.NS,Pioneer Distilleries Limited,NSI,Beverages - Wineries & Distillers,India
EDL.NS,Empee Distilleries Limited,NSI,Beverages - Brewers,India
DIVISLAB.NS,Divi's Laboratories Limited,NSI,Drugs - Generic,India
DLF.NS,DLF Limited,NSI,Real Estate Development,India
DLINKINDIA.NS,D-Link (India) Limited,NSI,Communication Equipment,India
DONEAR.NS,Donear Industries Limited,NSI,Textile Industrial,India
DOLPHINOFF.NS,Dolphin Offshore Enterprises (India) Limited,NSI,Oil & Gas Equipment & Services,India
HINDDORROL.NS,Hindustan Dorr-Oliver Limited,NSI,General Contractors,India
DOLPHINOFF-EQ.NS,DOLPHIN OFFSHORE ENTERPRISES (I,NSI,,India
DONEAR-EQ.NS,DONEAR INDUSTRIES INR2,NSI,,India
DPSCLTD-EQ.NS,DPSC LIMITED,NSI,,India
DQE.NS,DQ Entertainment (International) Limited,NSI,Multimedia & Graphics Software,India
DQE-EQ.NS,DQ ENTERTAINMENT (INTERNATIONAL,NSI,,India
DRREDDY-EQ.NS,DR. REDDY'S LABORATORIES LIMITE,NSI,,India
PDPL.NS,Parenteral Drugs (India) Limited,NSI,,India
DRDATSONS.NS,Dr.Datsons Labs Limited,NSI,,India
LALPATHLAB-EQ.NS,DR LAL PATHLABS LT INR10,NSI,,India
DRDATSONS-EQ.NS,DR.DATSONS LABS LT INR10,NSI,,India
KILITCH.NS,Kilitch Drugs (India) Limited,NSI,Drug Manufacturers - Major,India
DREDGECORP-EQ.NS,DREDGING CORPORATION OF INDIA L,NSI,,India
PARABDRUGS.NS,Parabolic Drugs Limited,NSI,Drugs - Generic,India
LALPATHLAB.NS,Dr. Lal PathLabs Limited,NSI,Medical Laboratories & Research,India
MANGALAM.NS,Mangalam Drugs & Organics Limited,NSI,Drugs - Generic,India
PARABDRUGS-EQ.NS,PARABOLIC DRUGS INR10(DEMAT),NSI,,India
DREDGECORP.NS,Dredging Corporation of India Limited,NSI,Shipping,India
KILITCH-EQ.NS,KILITCH DRUGS (INDIA) LIMITED,NSI,,India
JINDRILL.NS,Jindal Drilling & Industries Limited,NSI,Oil & Gas Drilling & Exploration,India
DSKULKARNI-EQ.NS,D.S. KULKARNI DEVE INR10,NSI,,India
DSKULKARNI.NS,D.S. Kulkarni Developers Limited,NSI,Real Estate Development,India
DSSL-EQ.NS,DYNACONS SYS SOLUT INR10,NSI,,India
DSSL.NS,Dynacons Systems & Solutions Limited,NSI,Information Technology Services,India
DUNCANSLTD-BE.NS,DUNCANS INDUSTRIES INR10,NSI,,India
RDAFTIIIDG-MF.NS,RELIANCE MUTUAL FD DUAL ADVANTA,NSI,,India
DUNCANSLTD.NS,Duncans Industries Limited,NSI,,India
DUNCANSLTD-EQ.NS,DUNCANS INDUSTRIES INR10,NSI,,India
DWSMIDRD-MF.NS,DEUTSCHE MUTUAL FU MID CAP 1 RE,NSI,,India
DWARKESH.NS,Dwarikesh Sugar Industries Limited,NSI,Confectioners,India
DWARKESH-EQ.NS,DWARIKESH SUGAR INDUSTRIES LIMI,NSI,,India
DWARKESH-BE.NS,DWARIKESH SUGAR IN INR10,NSI,,India
DYNATECH-BE.NS,DYNACONS TECHNOLOG INR1,NSI,,India
DYNATECH-EQ.NS,DUCON INFRATECHNOL INR1,NSI,,India
DYNAMATECH.NS,Dynamatic Technologies Limited,NSI,Auto Parts,India
DYNATECH.NS,Ducon Infratechnolgies Limited,NSI,,India
DYNAMATECH-EQ.NS,DYNAMATIC TECHNOLO INR10,NSI,,India
GESHIP.NS,The Great Eastern Shipping Company Limited,NSI,Shipping,India
EASTSILK-EQ.NS,EASTERN SILK IND INR2,NSI,,India
EASUNREYRL-EQ.NS,EASUN REYROLLE LTD INR2,NSI,,India
EASUNREYRL.NS,Easun Reyrolle Limited,NSI,Diversified Machinery,India
EASTSILK.NS,Eastern Silk Industries Limited,NSI,Textile Industrial,India
EBANK.NS,Edelweiss ETF - Nifty Bank,NSI,,India
ECLERX.NS,eClerx Services Limited,NSI,Business Services,India
GANECOS-EQ.NS,GANESHA ECOSPHERE INR10,NSI,,India
VIKASECO.NS,Vikas EcoTech Limited,NSI,Specialty Chemicals,India
VIKASGLOB.NS,Vikas EcoTech Limited,NSI,,India
ECEIND-EQ.NS,ECE INDUSTRIES LIMITED,NSI,,India
ECLERX-EQ.NS,ECLERX SERVICES LIMITED,NSI,,India
ECEIND.NS,ECE Industries Limited,NSI,Diversified Machinery,India
GANECOS.NS,Ganesha Ecosphere Limited,NSI,Waste Management,India
EDUCOMP.NS,Educomp Solutions Limited,NSI,Education & Training Services,India
EDELWEISS.NS,Edelweiss Financial Services Limited,NSI,Investment Brokerage - National,India
EDELWEISS-EQ.NS,EDELWEISS FINANCIAL SERVICES LI,NSI,,India
UMESLTD-EQ.NS,USHA MARTIN EDU INR1,NSI,,India
MTEDUCARE.NS,MT Educare Limited,NSI,Education & Training Services,India
NAUKRI.NS,Info Edge (India) Limited,NSI,Internet Information Providers,India
NIFTYEES.NS,Edelweiss ETF - Nifty 50,NSI,,India
NAVNETEDUL.NS,Navneet Education Limited,NSI,Publishing - Newspapers,India
NAVNETEDUL-EQ.NS,NAVNEET EDUCATION INR2,NSI,,India
EVERONN-EQ.NS,EVERONN EDUCATION LIMITED,NSI,,India
COREEDUTEC-BZ.NS,CORE EDUCATION & TECH LTD,NSI,,India
NAUKRI-EQ.NS,INFO EDGE INR10,NSI,,India
COREEDUTEC.NS,CORE Education and Technologies Limited,NSI,,India
COREEDUTEC-EQ.NS,CORE EDUCATION & TECHNOLOGIES L,NSI,,India
NIFTYEES-EQ.NS,EDELWEISS MUTUAL F EDELWEISS ET,NSI,,India
MTEDUCARE-EQ.NS,MT EDUCARE LIMITED,NSI,,India
SKMEGGPROD-EQ.NS,SKM EGG PRODUCTS INR10,NSI,,India
SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,NSI,Confectioners,India
EICHERMOT.NS,Eicher Motors Limited,NSI,Auto Manufacturers - Major,India
EIHOTEL.NS,EIH Limited,NSI,Lodging,India
EIMCOELECO.NS,Eimco Elecon (India) Limited,NSI,Diversified Machinery,India
EIMCOELECO-BE.NS,EIMCO ELECON(I)LTD,NSI,,India
EIDPARRY.NS,E.I.D.-Parry (India) Limited,NSI,Confectioners,India
EIMCOELECO-EQ.NS,EIMCO ELECON INDIA INR10 (100%,NSI,,India
EIDPARRY-EQ.NS,EID PARRY INDIA LIMITED,NSI,,India
TECHNO.NS,Techno Electric & Engineering Company Limited,NSI,General Contractors,India
ELGIEQUIP.NS,ELGI Equipments Limited,NSI,Diversified Machinery,India
ELECTHERM-EQ.NS,ELECTROTHERM (INDI INR10,NSI,,India
TVSELECT.NS,TVS Electronics Limited,NSI,Computer Based Systems,India
KHAITANELE.NS,Khaitan Electricals Limited,NSI,Electronic Equipment,India
ELITE-IT.NS,Elite Conductors Limited,NSI,,India
TVSELECT-EQ.NS,TVS ELECTRONICS LIMITED,NSI,,India
KECL-EQ.NS,KIRLOSKAR ELECTRIC COMPANY LIMI,NSI,,India
LLOYDELENG.NS,LEEL Electricals Limited,NSI,,India
ESL-EQ.NS,ELECTROSTEEL STEELS LIMITED,NSI,,India
TECHNO-EQ.NS,TECHNO ELECTRIC & ENGINEERING C,NSI,,India
SCHNEIDER-EQ.NS,SCHNEIDER ELECTRIC INFRASTRUCTU,NSI,,India
ELGIRUBCO-EQ.NS,ELGI RUBBER COMPANY LIMITED,NSI,,India
KHAITANELE-EQ.NS,KHAITAN ELECTRICAL INR10,NSI,,India
MIRCELECTR.NS,MIRC Electronics Limited,NSI,Electronic Equipment,India
EON.NS,Eon Electric Limited,NSI,Diversified Machinery,India
ELDERPHARM.NS,Elder Pharmaceuticals Limited,NSI,,India
MIC.NS,MIC Electronics Limited,NSI,Diversified Electronics,India
BAJAJELEC.NS,Bajaj Electricals Limited,NSI,Electronic Equipment,India
JCTEL.NS,JCT Electronics Limited,NSI,,India
INDNIPPON.NS,India Nippon Electricals Limited,NSI,Auto Parts,India
ELECON-EQ.NS,ELECON ENGINEERING INR2 (POST S,NSI,,India
EON-EQ.NS,EON ELECTRIC LTD INR5,NSI,,India
ELFORGE-BE.NS,ELFORGE-BE.NS,NSI,,India
ELECTHERM.NS,Electrotherm (India) Limited,NSI,Metal Fabrication,India
ELDERPHARM-BZ.NS,ELDER PHARM INR10(DEMAT),NSI,,India
SALZERELEC-EQ.NS,SALZER ELECTRONICS INR10,NSI,,India
ELGIRUBCO.NS,Elgi Rubber Company Limited,NSI,Rubber & Plastics,India
PGEL-EQ.NS,PG ELECTROPLAST LIMITED,NSI,,India
ELDERPHARM-EQ.NS,ELDER PHARMA LTD.,NSI,,India
KECL.NS,Kirloskar Electric Company Limited,NSI,Diversified Machinery,India
PGEL.NS,PG Electroplast Limited,NSI,Electronic Equipment,India
MIRCELECTR-EQ.NS,MIRC ELECTRONICS INR1,NSI,,India
ELECON.NS,Elecon Engineering Company Limited,NSI,Diversified Machinery,India
ELDERPHARM-BE.NS,ELDER PHARM INR10(DEMAT),NSI,,India
ESL.NS,Electrosteel Steels Limited,NSI,Steel & Iron,India
SALZERELEC.NS,SALZER ELECTRONICS INR10,NSI,,India
EMCO.NS,EMCO Limited,NSI,Diversified Machinery,India
EMCO-EQ.NS,EMCO LIMITED,NSI,,India
PIONEEREMB.NS,Pioneer Embroideries Limited,NSI,Textile Industrial,India
EMAMILTD.NS,Emami Limited,NSI,Personal Products,India
EMMBI.NS,Emmbi Industries Limited,NSI,Packaging & Containers,India
EMAMIINFRA.NS,Emami Infrastructure Limited,NSI,Property Management,India
EMKAY.NS,Emkay Global Financial Services Limited,NSI,Investment Brokerage - National,India
EMAMIINFRA-EQ.NS,EMAMI INFRASTRUCTU INR2,NSI,,India
PIONEEREMB-EQ.NS,PIONEER EMBROID LT INR10,NSI,,India
EMKAY-EQ.NS,EMKAY GLOBAL FIN INR10,NSI,,India
SHEMAROO.NS,Shemaroo Entertainment Limited,NSI,Entertainment - Diversified,India
SADBHAV.NS,Sadbhav Engineering Limited,NSI,General Contractors,India
RELIGARE.NS,Religare Enterprises Limited,NSI,Investment Brokerage - National,India
PATELENG.NS,Patel Engineering Limited,NSI,General Contractors,India
ERAINFRA.NS,Era Infra Engineering Limited,NSI,,India
ENIL.NS,Entertainment Network (India) Limited,NSI,Broadcasting - Radio,India
FCEL.NS,Future Consumer Limited,NSI,,India
PENPEBS-IL.NS,PENNAR ENGINEERED INR10,NSI,,India
KARMAENG.NS,Karma Energy Limited,NSI,Electric Utilities,India
PENPEBS-BT.NS,PENNAR ENGINEERED INR10,NSI,,India
A2ZINFRA.NS,A2Z Infra Engineering Limited,NSI,General Contractors,India
SHRIRAMEPC.NS,Shriram EPC Limited,NSI,General Contractors,India
SHRIRAMEPC-EQ.NS,SHRIRAM EPC LIMITED,NSI,,India
REVATHI.NS,Revathi Equipment Limited,NSI,Farm & Construction Machinery,India
REVATHI-EQ.NS,REVATHI EQUIPMENT INR10,NSI,,India
IPRU2262-MF.NS,ICICI PRUDENTIAL A EQUITY SAVIN,NSI,,India
ERAINFRA-BE.NS,ERAINFRA-BE.NS,NSI,,India
ERAINFRA-BZ.NS,ERA INFRA ENGINEER INR2(DEMAT),NSI,,India
EROSMEDIA.NS,Eros International Media Limited,NSI,Entertainment - Diversified,India
ESSARSHPNG.NS,Essar Shipping Limited,NSI,Shipping,India
ESCORTS.NS,Escorts Limited,NSI,Farm & Construction Machinery,India
ESABINDIA.NS,ESAB India Limited,NSI,Machine Tools & Accessories,India
UNITEDTEA-EQ.NS,UNITED NILGIRI TEA INR10,NSI,,India
NITESHEST-EQ.NS,NITESH ESTATES LIMITED,NSI,,India
ESTER.NS,Ester Industries Limited,NSI,Rubber & Plastics,India
IBREALEST.NS,Indiabulls Real Estate Limited,NSI,Property Management,India
ESSAROIL.NS,Essar Oil Ltd.,NSI,,India
NITESHEST.NS,Nitesh Estates Limited,NSI,Real Estate Development,India
ESSARSHPNG-EQ.NS,ESSAR SHIPPING POR INR10,NSI,,India
PRESTIGE.NS,Prestige Estates Projects Limited,NSI,Real Estate Development,India
ESTER-EQ.NS,ESTER INDUSTRIES LIMITED,NSI,,India
PRESTIGE-IL.NS,PRESTIGE ESTATES PROJECTS LIMIT,NSI,,India
ESSARPORT.NS,ESSAR PORTS LIMITED,NSI,,India
RELGOLD.NS,R* Shares Gold ETF,NSI,,India
INIFTY.NS,ICICI Prudential Nifty ETF,NSI,,India
RELGRNIFTY.NS,Invesco India Nifty ETF,NSI,,India
M50.NS,Motilal Oswal MOSt Shares M50 ETF,NSI,,India
KOTAKNIFTY.NS,Kotak Nifty ETF,NSI,,India
KOTAKGOLD.NS,Kotak Gold ETF,NSI,,India
UTISENSETF.NS,UTI Sensex ETF,NSI,,India
RELNV20.NS,R*Shares NV20 ETF,NSI,,India
N100.NS,Motilal Oswal MOSt Shares NASDAQ 100 ETF,NSI,,India
GOLDSHARE.NS,UTI Gold ETF,NSI,,India
LICNFENGP.NS,LIC MF ETF Nifty 50,NSI,,India
KOTAKBKETF.NS,Kotak Banking ETF,NSI,,India
IDBIGOLD.NS,IDBI Gold ETF,NSI,,India
RELIGAREGO.NS,Invesco India Gold ETF,NSI,,India
IDBIGOLD-EQ.NS,IDBI MUTUAL FUND IDBI GOLD ETF,NSI,,India
HDFCMFGETF.NS,HDFC Gold ETF,NSI,,India
RELCNX100.NS,R* Shares CNX 100 ETF,NSI,,India
IGOLD.NS,ICICI Prudential GOLD ETF,NSI,,India
RELCONS.NS,R*Shares Consumption ETF,NSI,,India
HDFCNIFETF.NS,HDFC Nifty ETF,NSI,,India
HDFCSENETF.NS,HDFC Sensex ETF,NSI,,India
ICNX100.NS,ICICI Prudential Nifty100 ETF,NSI,,India
IPGETF.NS,ICICI Prudential GOLD ETF,NSI,,India
RELBANK.NS,R* Shares Banking ETF,NSI,,India
M100-EQ.NS,MOST SHARES M100 ETF,NSI,,India
UTINIFTETF.NS,UTI Nifty ETF,NSI,,India
RELNIFTY.NS,R* Shares Nifty ETF,NSI,,India
KOTAKPSUBK.NS,Kotak PSU Bank ETF,NSI,,India
KOTAKNV20.NS,Kotak NV 20 ETF,NSI,,India
RELGRNIFTY-EQ.NS,RELIGARE MUTUAL FD NIFFTY ETF,NSI,,India
EUROMULTI.NS,Euro Multivision Limited,NSI,Data Storage Devices,India
EUROMULTI-BE.NS,EURO MULTIVISION L INR10,NSI,,India
EUROMULTI-EQ.NS,EURO MULTIVISION L INR10,NSI,,India
EVEREADY.NS,Eveready Industries India Limited,NSI,Diversified Electronics,India
EVERESTIND.NS,Everest Industries Limited,NSI,General Building Materials,India
TULSI.NS,Tulsi Extrusions Limited,NSI,Rubber & Plastics,India
EXIDEIND.NS,Exide Industries Limited,NSI,Auto Parts,India
GOLDBEES-EQ.NS,GOLDMAN SACHS GOLD GOLD EXCH TR,NSI,,India
EXCELINFO.NS,Excel Realty N Infra Limited,NSI,,India
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,NSI,Independent Oil & Gas,India
RAJESHEXPO-EQ.NS,RAJESH EXPORTS INR1,NSI,,India
EXCELINDUS.NS,Excel Industries Limited,NSI,Specialty Chemicals,India
NORBTEAEXP.NS,Norben Tea & Exports Ltd,NSI,Farm Products,India
NAGREEKEXP.NS,Nagreeka Exports Limited,NSI,Textile Industrial,India
EXCEL-EQ.NS,EXCEL REALTY N INF INR10,NSI,,India
NAGREEKEXP-EQ.NS,NAGREEKA EXPORTS INR5,NSI,,India
MCX-IL.NS,MULTI COMMODITY EX INR10,NSI,,India
NUCLEUS.NS,Nucleus Software Exports Limited,NSI,Information Technology Services,India
ORBTEXP.NS,Orbit Exports Limited,NSI,Textile Industrial,India
SELAN.NS,Selan Exploration Technology Limited,NSI,Independent Oil & Gas,India
KABRAEXTRU-EQ.NS,KABRA EXTRUSIONTEC INR5.00,NSI,,India
IGOLD-EQ.NS,ICICI PRUDENTIAL A GOLD EXCHANG,NSI,,India
KEMROCK.NS,Kemrock Industries and Exports Limited,NSI,Rubber & Plastics,India
RAJESHEXPO.NS,Rajesh Exports Limited,NSI,Jewelry Stores,India
EXIDEIND-EQ.NS,EXIDE INDUSTRIES LIMITED,NSI,,India
EXCEL.NS,Excel Realty N Infra Limited,NSI,General Contractors,India
KABRAEXTRU.NS,Kabra Extrusiontechnik Limited,NSI,Diversified Machinery,India
SAKUMA.NS,Sakuma Exports Limited,NSI,Farm Products,India
GOKEX.NS,Gokaldas Exports Limited,NSI,Textile - Apparel Clothing,India
LOTUSEYE-EQ.NS,LOTUS EYE CARE HOSPITAL LIMITED,NSI,,India
PDSMFL.NS,PDS Multinational Fashions Limited,NSI,Textile - Apparel Clothing,India
FARMAXIND.NS,Farmax India Limited,NSI,Food - Major Diversified,India
INDTERRAIN-EQ.NS,INDIAN TERRAIN FAS INR2,NSI,,India
MONTECARLO.NS,Monte Carlo Fashions Limited,NSI,Textile - Apparel Clothing,India
PFRL-EQ.NS,ADITYA BIRLA FASH INR10,NSI,,India
FARMAXIND-BE.NS,FARMAX INDIA LTD INR1,NSI,,India
PDSMFL-EQ.NS,PDS MULTINATIONAL INR10,NSI,,India
SUNDRMFAST.NS,Sundram Fasteners Limited,NSI,Auto Parts,India
INDTERRAIN.NS,Indian Terrain Fashions Limited,NSI,Textile - Apparel Clothing,India
MONTECARLO-EQ.NS,MONTE CARLO FASHIO INR10,NSI,,India
FLFL.NS,Future Lifestyle Fashions Limited,NSI,Apparel Stores,India
FLFL-EQ.NS,FUTURE LIFESTYLE F INR2,NSI,,India
FCSSOFT-EQ.NS,FCS SOFTWARE SOLUT INR1,NSI,,India
FCSSOFT.NS,FCS Software Solutions Limited,NSI,Information Technology Services,India
FCEL-EQ.NS,FUTURE CONSUMER EN INR6,NSI,,India
FCL.NS,Fineotex Chemical Limited,NSI,,India
FDC.NS,FDC Limited,NSI,Drug Manufacturers - Major,India
RELCNX100-EQ.NS,RELIANCE MUTUAL FD RELIANCE ETF,NSI,,India
FDC-EQ.NS,FDC LIMITED,NSI,,India
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited,NSI,Auto Parts,India
UTIFEFRGR1-MF.NS,UTI MUTUAL FUND FEF-S-I-1100D R,NSI,,India
FEDERALBNK.NS,The Federal Bank Limited,NSI,Money Center Banks,India
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,NSI,Agricultural Chemicals,India
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,NSI,Chemicals - Major Diversified,India
FEDERALBNK-EQ.NS,THE FEDERAL BANK LIMITED,NSI,,India
ROHITFERRO.NS,Rohit Ferro-Tech Limited,NSI,Metal Fabrication,India
MADRASFERT-EQ.NS,MADRAS FERTILIZERS INR10(DEMAT),NSI,,India
FEDDERLOYD.NS,Fedders Electric and Engineering Limited,NSI,,India
IMPEXFERRO.NS,Impex Ferro Tech Limited,NSI,Industrial Metals & Minerals,India
SHREEPUSHK-BE.NS,Shre Push Chem & Fert Ltd,NSI,,India
SHREEPUSHK-EQ.NS,SHREE PUSHKAR CHEM INR10,NSI,,India
CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited,NSI,Agricultural Chemicals,India
NFL.NS,National Fertilizers Limited,NSI,Agricultural Chemicals,India
ROHITFERRO-EQ.NS,ROHIT FERRO-TECH INR10,NSI,,India
MADRASFERT.NS,Madras Fertilizers Limited,NSI,Agricultural Chemicals,India
SRTRANSFI.NS,Shriram Transport Finance Co. Ltd.,NSI,,India
SRTRANSFIN.NS,Shriram Transport Finance Company Limited,NSI,Credit Services,India
SARLAPOLY.NS,Sarla Performance Fibers Limited,NSI,Textile Industrial,India
NAHARPOLY-EQ.NS,NAHAR POLY FILMS LIMITED,NSI,,India
INDUSFILA.NS,Indus Fila Limited,NSI,,India
IBULHSGFIN.NS,Indiabulls Housing Finance Limited,NSI,Mortgage Investment,India
FSL.NS,Firstsource Solutions Limited,NSI,Business Services,India
FINANTECH.NS,63 Moons Technologies Limited,NSI,Technical & System Software,India
INDUSFILA-BE.NS,INDUS FILA LIMITED,NSI,,India
FINCABLES-EQ.NS,FINOLEX CABLES LIMITED,NSI,,India
LFIC-BE.NS,Lakshmi Fin Ind Corp Ltd,NSI,,India
CONSOFINVT-EQ.NS,CONSOLIDATED FINVE INR10,NSI,,India
GICHSGFIN.NS,GIC Housing Finance Limited,NSI,Mortgage Investment,India
CAMLINFINE.NS,CAMLIN FINE SCIENC INR1,NSI,,India
CONSOFINVT.NS,Consolidated Finvest & Holdings Limited,NSI,Investment Brokerage - National,India
JMFINANCIL.NS,JM Financial Limited,NSI,Investment Brokerage - National,India
SUNDARMFIN.NS,Sundaram Finance Limited,NSI,Credit Services,India
LAKSHMIFIN-BE.NS,LAKSHMIFIN-BE.NS,NSI,,India
NAHARCAP.NS,Nahar Capital and Financial Services Limited,NSI,Asset Management,India
OFSS-EQ.NS,ORACLE FINANCIAL SERVICES SOFTW,NSI,,India
FIEMIND-EQ.NS,FIEM INDUSTRIES LIMITED,NSI,,India
L&TFH-EQ.NS,L&T FINANCE HOLDINGS LIMITED,NSI,,India
GLFL.NS,Gujarat Lease Financing Limited,NSI,Credit Services,India
GINNIFILA-EQ.NS,GINNI FILAMENTS LIMITED,NSI,,India
GUJSTATFIN-BT.NS,GUJARAT STATE FINANCIAL CORPORA,NSI,,India
FILATEX.NS,Filatex India Limited,NSI,Textile Industrial,India
TCIFINANCE.NS,TCI Finance Limited,NSI,Credit Services,India
NAHARPOLY.NS,Nahar Poly Films Limited,NSI,Packaging & Containers,India
FINANTECH-EQ.NS,FINANCIAL TECHNOLOGIES (INDIA),NSI,,India
NITINFIRE.NS,Nitin Fire Protection Industries Limited,NSI,Security & Protection Services,India
PFC-EQ.NS,POWER FINANCE CORPORATION LIMIT,NSI,,India
GICHSGFIN-EQ.NS,GIC HOUSING FINANCE LIMITED,NSI,,India
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,NSI,Asset Management,India
NAVINFLUOR-EQ.NS,NAVIN FLUORINE INT INR2,NSI,,India
GUJFLUORO.NS,Gujarat Fluorochemicals Limited,NSI,Chemicals - Major Diversified,India
NAVINFLUOR.NS,Navin Fluorine International Limited,NSI,Chemicals - Major Diversified,India
FLEXITUFF.NS,Flexituff International Limited,NSI,Rubber & Plastics,India
LTMFXTG-MF.NS,L&T MUTUAL FUND FMP GRWT OPT 03,NSI,,India
FMNL.NS,Future Market Networks Limited,NSI,Property Management,India
FMNL-EQ.NS,FUTURE MKT NETWORK INR10,NSI,,India
SGFL.NS,Shree Ganesh Forgings Limited,NSI,Metal Fabrication,India
MMFL.NS,MM Forgings Limited,NSI,Metal Fabrication,India
FOSECOIND.NS,Foseco India Limited,NSI,Chemicals - Major Diversified,India
FORTIS.NS,Fortis Healthcare Limited,NSI,Hospitals,India
FORTIS-EQ.NS,FORTIS HEALTHCARE LIMITED,NSI,,India
HINDUJAFO.NS,Hinduja Foundries Limited,NSI,Auto Parts,India
ADFFOODS.NS,ADF Foods Limited,NSI,Food - Major Diversified,India
RKFORGE.NS,Ramkrishna Forgings Limited,NSI,Industrial Equipment Wholesale,India
METALFORGE-EQ.NS,METALYST FORGINGS INR10,NSI,,India
LGBFORGE-EQ.NS,LGB FORGE LIMITED,NSI,,India
HERITGFOOD.NS,Heritage Foods Limited,NSI,Food Wholesale,India
KALYANIFRG-BE.NS,KALYANI FORGE INR10,NSI,,India
METALFORGE.NS,Metalyst Forgings Limited,NSI,Metal Fabrication,India
KALYANIFRG-EQ.NS,KALYANI FORGE INR10,NSI,,India
PFOCUS-EQ.NS,PRIME FOCUS LIMITED,NSI,,India
PFOCUS.NS,Prime Focus Limited,NSI,Entertainment - Diversified,India
RELAXO-EQ.NS,RELAXO FOOTWEARS LIMITED,NSI,,India
RELAXO.NS,Relaxo Footwears Limited,NSI,Textile - Apparel Footwear & Accessories,India
SITASHREE-EQ.NS,SITA SHREE FOOD PRODUCTS LIMITE,NSI,,India
KOHINOOR-EQ.NS,KOHINOOR FOODS LIMITED,NSI,,India
HERITGFOOD-EQ.NS,HERITAGE FOODS LTD INR10,NSI,,India
HILTON.NS,Hilton Metal Forging Limited,NSI,Metal Fabrication,India
KOHINOOR.NS,Kohinoor Foods Limited,NSI,Food - Major Diversified,India
VIMALOIL-EQ.NS,VIMAL OIL & FOOD INR10,NSI,,India
MMFL-EQ.NS,MM FORGINGS LIMITED,NSI,,India
LGBFORGE.NS,LGB Forge Limited,NSI,Industrial Equipment Wholesale,India
SITASHREE-BE.NS,SITA SHREE FOOD PR INR10,NSI,,India
VIMALOIL.NS,Vimal Oil & Foods Limited,NSI,Food - Major Diversified,India
SGFL-EQ.NS,SHREE GANESH FORG INR10,NSI,,India
SGFL-BE.NS,SHREE GANESH FORG INR10,NSI,,India
KALYANIFRG.NS,Kalyani Forge Limited,NSI,Auto Parts,India
FRL.NS,Future Enterprises Limited,NSI,,India
FRL-EQ.NS,FUTURE ENTERPRISES INR2,NSI,,India
HFCL.NS,Himachal Futuristic Communications Limited,NSI,Communication Equipment,India
SC2RD-MF.NS,SUNDARAM MUTUAL FU SEL SMALL CA,NSI,,India
UCALFUEL.NS,Ucal Fuel Systems Limited,NSI,Auto Parts,India
UTRGESSRGR-MF.NS,UTI MUTUAL FUND RGSS RET GROWTH,NSI,,India
FRLDVR-EQ.NS,FUTURE ENTERPRISES INR2 'B' (BO,NSI,,India
HRGESSRG2-MF.NS,HDFC MUTUAL FUND HDFC-RAJ GANDH,NSI,,India
RELNIFTY-EQ.NS,RELIANCE MUTUAL FD R NIFTY DIVI,NSI,,India
UTCPOSRGR1-MF.NS,UTI MUTUAL FUND CAP PRO OR IV-I,NSI,,India
RD366D38RG-MF.NS,SBI MUTUAL FUND DEBT 366D 38 RE,NSI,,India
HCPO36MSRG-MF.NS,HDFC MUTUAL FUND CAP PRO 36M RE,NSI,,India
SMCSRIIIRD-MF.NS,SUNDARAM MUTUAL FU MICROCAP III,NSI,,India
HCPO36MORG-MF.NS,HDFC MUTUAL FUND SR I-36M OCT 2,NSI,,India
FRLDVR.NS,FUTURE ENTERPRISES INR2 'B' (BO,NSI,,India
ISENSEX-EQ.NS,ICICI PRUDENTIAL A ICICI PRUDEN,NSI,,India
IGL.NS,Indraprastha Gas Limited,NSI,Gas Utilities,India
GABRIEL.NS,Gabriel India Limited,NSI,Auto Parts,India
GALLISPAT.NS,Gallantt Ispat Limited,NSI,Steel & Iron,India
GATI.NS,Gati Limited,NSI,Air Delivery & Freight Services,India
GUJGASLTD-EQ.NS,GUJARAT GAS LIMITE INR10 NEW,NSI,,India
GUJGASLTD.NS,GUJARAT GAS LIMITE INR10 NEW,NSI,,India
GARDENSIL.NS,Garden Silks Mills Ltd.,NSI,,India
GAIL-EQ.NS,GAIL (INDIA) LIMITED,NSI,,India
GAMMNINFRA-EQ.NS,GAMMON INFRASTRUCT INR2,NSI,,India
GUJGASLTD-BE.NS,Gujarat Gas Limited,NSI,,India
KITEX-EQ.NS,KITEX GARMENTS LIMITED,NSI,,India
